step,method,type,flit,BFED,BFCD,constraints,literals,timeSelection,timeSimplification,timeTotal
126,Espresso,OR,36,0.0,8175.0,84,8326,16,238,254
127,Espresso,OR,36,0.0,8247.0,84,8398,16,239,255
128,Espresso,OR,36,0.0,8319.0,84,8470,16,248,264
129,Espresso,OR,38,0.0,8395.0,84,8546,17,245,263
130,Espresso,OR,38,0.0,8471.0,84,8622,17,242,259
131,Espresso,OR,38,0.0,8547.0,84,8698,18,262,280
132,Espresso,OR,38,0.0,8623.0,84,8774,17,253,270
133,Espresso,OR,36,0.0,8695.0,84,8846,17,247,264
134,Espresso,OR,38,0.0,8771.0,84,8922,18,241,259
135,Espresso,OR,38,0.0,8847.0,84,8998,18,251,269
136,Espresso,OR,36,0.0,8919.0,84,9070,18,260,278
137,Espresso,OR,36,0.0,8991.0,84,9142,18,245,263
138,Espresso,OR,36,0.0,9063.0,84,9214,19,256,275
139,Espresso,OR,36,0.0,9135.0,84,9286,17,244,261
140,Espresso,OR,37,0.0,9172.0,84,9323,17,117,134
141,Espresso,OR,36,0.0,9244.0,84,9395,18,258,276
142,Espresso,OR,36,0.0,9316.0,84,9467,18,252,270
143,Espresso,OR,36,0.0,9388.0,84,9539,18,256,274
144,Espresso,OR,36,0.0,9460.0,84,9611,19,259,278
145,Espresso,OR,36,0.0,9532.0,84,9683,19,254,273
146,Espresso,OR,36,0.0,9604.0,84,9755,19,253,272
147,Espresso,OR,36,0.0,9676.0,84,9827,18,254,272
148,Espresso,OR,35,0.0,9781.0,84,9932,19,365,384
149,Espresso,OR,35,0.0,9886.0,84,10037,19,377,396
150,Espresso,OR,35,0.0,9991.0,84,10142,19,372,391
151,Espresso,OR,35,0.0,10096.0,84,10247,19,374,393
152,Espresso,OR,35,0.0,10201.0,84,10352,19,366,385
153,Espresso,OR,35,0.0,10306.0,84,10457,19,364,383
154,Espresso,OR,35,0.0,10411.0,84,10562,19,376,395
155,Espresso,OR,35,0.0,10516.0,84,10667,20,368,388
156,Espresso,OR,35,0.0,10621.0,84,10772,20,366,386
157,Espresso,OR,35,0.0,10726.0,84,10877,20,373,393
158,Espresso,OR,35,0.0,10831.0,84,10982,21,387,408
159,Espresso,OR,37,0.0,10868.0,84,11019,21,126,147
160,Espresso,OR,35,0.0,10973.0,84,11124,21,416,437
161,Espresso,OR,35,0.0,11078.0,84,11229,20,374,394
162,Espresso,OR,37,0.0,11189.0,84,11340,21,372,393
163,Espresso,OR,37,0.0,11226.0,84,11377,20,114,134
164,Espresso,OR,35,0.0,11331.0,84,11482,21,370,391
165,Espresso,OR,37,0.0,11442.0,84,11593,24,379,403
166,Espresso,OR,37,0.0,11479.0,84,11630,20,119,139
167,Espresso,OR,35,0.0,11584.0,84,11735,21,378,399
168,Espresso,OR,37,0.0,11695.0,84,11846,21,390,411
169,Espresso,OR,37,0.0,11732.0,84,11883,21,117,139
170,Espresso,OR,37,0.0,11843.0,84,11994,22,384,406
171,Espresso,OR,37,0.0,11880.0,84,12031,22,121,143
172,Espresso,OR,37,0.0,11991.0,84,12142,22,377,399
173,Espresso,OR,37,0.0,12028.0,84,12179,21,120,141
174,Espresso,OR,37,0.0,12139.0,84,12290,22,380,402
175,Espresso,OR,39,0.0,12178.0,84,12329,22,122,144
176,Espresso,OR,39,0.0,12217.0,84,12368,23,123,146
177,Espresso,OR,39,0.0,12256.0,84,12407,22,120,142
178,Espresso,OR,39,0.0,12295.0,84,12446,22,122,144
179,Espresso,OR,39,0.0,12334.0,84,12485,23,124,147
180,Espresso,OR,39,0.0,12373.0,84,12524,23,123,146
181,Espresso,OR,37,0.0,12410.0,84,12561,22,123,145
182,Espresso,OR,35,0.0,12515.0,84,12666,22,386,408
