step,method,type,flit,BFED,BFCD,constraints,literals,timeSelection,timeSimplification,timeTotal
369,Espresso,AND,2,0.0,-1052.0,1178,2646,54,100,154
370,Espresso,AND,5,0.0,-1047.0,1179,2651,123,100,223
371,Espresso,AND,2,0.0,-1045.0,1180,2653,85,116,201
372,Espresso,AND,2,0.0,-1043.0,1181,2655,40,92,132
373,Espresso,AND,2,0.0,-1041.0,1182,2657,116,100,216
374,Espresso,AND,2,0.0,-1039.0,1183,2659,46,129,175
375,Espresso,AND,2,0.0,-1037.0,1184,2661,77,92,169
376,Espresso,AND,2,0.0,-1035.0,1185,2663,20,101,121
377,Espresso,AND,2,0.0,-1033.0,1186,2665,85,85,170
378,Espresso,AND,2,0.0,-1031.0,1187,2667,85,115,200
379,Espresso,AND,2,0.0,-1029.0,1188,2669,17,105,122
380,Espresso,AND,2,0.0,-1027.0,1189,2671,78,100,178
381,Espresso,AND,2,0.0,-1025.0,1190,2673,79,100,179
382,Espresso,AND,2,0.0,-1023.0,1191,2675,78,100,178
383,Espresso,AND,2,0.0,-1021.0,1192,2677,24,101,125
384,Espresso,AND,2,0.0,-1019.0,1193,2679,32,103,135
385,Espresso,AND,2,0.0,-1017.0,1194,2681,73,100,173
386,Espresso,AND,2,0.0,-1015.0,1195,2683,82,87,169
387,Espresso,AND,2,0.0,-1013.0,1196,2685,80,100,180
388,Espresso,AND,2,0.0,-1011.0,1197,2687,67,104,171
389,Espresso,AND,11,0.0,-1000.0,1198,2698,200,116,316
390,Espresso,AND,2,0.0,-998.0,1199,2700,33,131,164
391,Espresso,AND,2,0.0,-996.0,1200,2702,49,100,149
392,Espresso,AND,2,0.0,-994.0,1201,2704,46,99,145
393,Espresso,AND,2,0.0,-992.0,1202,2706,47,100,147
394,Espresso,AND,2,0.0,-990.0,1203,2708,37,100,137
395,Espresso,AND,2,0.0,-988.0,1204,2710,63,102,165
396,Espresso,AND,2,0.0,-986.0,1205,2712,31,115,146
397,Espresso,AND,3,0.0,-983.0,1206,2715,47,115,162
398,Espresso,AND,2,0.0,-981.0,1207,2717,113,102,215
399,Espresso,AND,5,0.0,-976.0,1208,2722,78,98,176
400,Espresso,AND,4,0.0,-972.0,1209,2726,50,112,162
401,Espresso,AND,2,0.0,-970.0,1210,2728,37,101,138
402,Espresso,AND,3,0.0,-967.0,1211,2731,46,102,148
403,Espresso,AND,2,0.0,-965.0,1212,2733,36,112,148
404,Espresso,AND,9,0.0,-956.0,1213,2742,355,99,454
405,Espresso,AND,9,0.0,-947.0,1214,2751,378,108,486
406,Espresso,AND,4,0.0,-943.0,1215,2755,69,101,170
407,Espresso,AND,4,0.0,-939.0,1216,2759,101,100,201
408,Espresso,AND,2,0.0,-937.0,1217,2761,47,100,147
409,Espresso,AND,9,0.0,-928.0,1218,2770,381,103,484
410,Espresso,AND,9,0.0,-919.0,1219,2779,444,94,538
411,Espresso,AND,2,0.0,-917.0,1220,2781,31,111,142
412,Espresso,AND,3,0.0,-914.0,1221,2784,44,96,140
